reservation_id,guest_id,stay_number,checkin_date,checkin_day,length_of_stay,lead_time_days,purpose,room_category,rate_type,nightly_rate,room_revenue,satisfaction_score,nps,rebooked_direct
R02382,G0458,15,2024-02-01,Wednesday,4,14,Business,Deluxe,Corporate Rate,171.25,685.0,7.9,Passive,False
R02383,G0459,1,2024-01-22,Tuesday,2,55,Business,Deluxe,BAR,194.0,388.0,7.5,Passive,False
R02384,G0459,2,2023-09-13,Tuesday,2,18,Business,Deluxe,Package,202.53,405.06,7.5,Passive,False
R02385,G0460,1,2023-04-15,Monday,7,19,Leisure,Junior Suite,OTA Rate,286.64,2006.48,7.3,Passive,False
R02386,G0460,2,2023-04-15,Sunday,7,29,Leisure,Suite,OTA Rate,384.55,2691.85,7.0,Passive,False
R02387,G0460,3,2024-02-27,Monday,6,28,Leisure,Deluxe,OTA Rate,198.06,1188.36,7.4,Passive,False
R02388,G0460,4,2024-05-14,Thursday,6,21,Leisure,Junior Suite,OTA Rate,277.85,1667.1,6.9,Detractor,False
R02389,G0461,1,2024-01-26,Friday,4,5,Leisure,Deluxe,OTA Rate,198.9,795.6,7.0,Passive,False
R02390,G0462,1,2024-07-18,Sunday,5,52,Leisure,Deluxe,Loyalty Rate,185.05,925.25,8.6,Passive,True
R02391,G0462,2,2024-07-22,Friday,5,23,Bleisure,Deluxe,Loyalty Rate,178.34,891.7,6.6,Detractor,False
R02392,G0462,3,2023-11-04,Thursday,3,82,Leisure,Standard,Loyalty Rate,136.77,410.31,7.4,Passive,False
R02393,G0462,4,2024-10-08,Tuesday,4,45,Leisure,Junior Suite,Loyalty Rate,247.84,991.36,6.9,Detractor,False
R02394,G0462,5,2023-01-26,Sunday,7,86,Leisure,Suite,Loyalty Rate,343.22,2402.54,7.6,Passive,False
R02395,G0462,6,2024-08-17,Saturday,7,62,Leisure,Presidential Suite,BAR,604.15,4229.05,8.0,Passive,False
R02396,G0462,7,2023-11-08,Friday,6,51,Leisure,Standard,Loyalty Rate,130.55,783.3,6.9,Detractor,False
R02397,G0462,8,2023-10-15,Saturday,3,85,Bleisure,Junior Suite,Loyalty Rate,263.62,790.86,7.4,Passive,False
R02398,G0462,9,2023-12-17,Saturday,4,54,Leisure,Junior Suite,Loyalty Rate,253.53,1014.12,7.3,Passive,False
R02399,G0463,1,2023-01-03,Friday,4,74,Bleisure,Standard,BAR,138.46,553.84,8.0,Passive,False
R02400,G0463,2,2024-01-31,Thursday,6,79,Leisure,Junior Suite,Loyalty Rate,242.67,1456.02,8.2,Passive,False
R02401,G0463,3,2023-09-26,Friday,5,55,Leisure,Deluxe,Loyalty Rate,184.36,921.8,7.5,Passive,False
R02402,G0463,4,2024-04-13,Sunday,4,27,Bleisure,Junior Suite,Loyalty Rate,243.36,973.44,8.2,Passive,False
R02403,G0463,5,2024-04-05,Saturday,5,21,Bleisure,Junior Suite,Loyalty Rate,254.13,1270.65,7.7,Passive,False
R02404,G0464,1,2024-12-26,Thursday,3,50,Business,Standard,Package,150.59,451.77,7.0,Passive,False
R02405,G0464,2,2023-11-04,Thursday,1,42,Business,Standard,Package,151.63,151.63,8.8,Passive,True
R02406,G0465,1,2023-03-08,Saturday,4,76,Leisure,Presidential Suite,Loyalty Rate,600.27,2401.08,9.5,Promoter,False
R02407,G0465,2,2023-03-25,Wednesday,2,56,Business,Junior Suite,BAR,241.77,483.54,7.7,Passive,False
R02408,G0465,3,2023-08-20,Friday,4,16,Bleisure,Deluxe,Loyalty Rate,188.07,752.28,9.4,Promoter,True
R02409,G0465,4,2024-09-05,Saturday,4,79,Bleisure,Junior Suite,Loyalty Rate,237.49,949.96,9.3,Promoter,False
R02410,G0465,5,2024-02-20,Monday,2,72,Leisure,Suite,Loyalty Rate,342.02,684.04,7.8,Passive,False
R02411,G0465,6,2024-05-12,Saturday,3,75,Leisure,Junior Suite,Package,253.76,761.28,9.4,Promoter,False
R02412,G0465,7,2023-02-07,Tuesday,2,70,Bleisure,Deluxe,BAR,177.57,355.14,9.9,Promoter,True
R02413,G0465,8,2023-02-07,Monday,2,48,Bleisure,Junior Suite,Loyalty Rate,264.26,528.52,7.8,Passive,False
R02414,G0466,1,2024-01-01,Wednesday,2,11,Business,Standard,Corporate Rate,122.68,245.36,6.1,Detractor,False
R02415,G0467,1,2024-11-08,Saturday,7,66,Leisure,Presidential Suite,Promotional,703.27,4922.89,8.0,Passive,False
R02416,G0467,2,2023-06-15,Sunday,2,17,Business,Junior Suite,Package,280.12,560.24,7.7,Passive,False
R02417,G0467,3,2023-01-02,Saturday,4,88,Leisure,Deluxe,BAR,201.12,804.48,7.9,Passive,False
R02418,G0467,4,2023-12-23,Tuesday,1,75,Business,Deluxe,BAR,192.15,192.15,7.8,Passive,False
R02419,G0468,1,2024-04-10,Wednesday,2,25,Business,Standard,OTA Rate,154.77,309.54,6.6,Detractor,False
R02420,G0468,2,2023-10-07,Saturday,3,30,Leisure,Junior Suite,OTA Rate,285.43,856.29,5.5,Detractor,False
R02421,G0469,1,2024-07-27,Sunday,5,45,Leisure,Suite,BAR,407.73,2038.65,7.6,Passive,False
R02422,G0470,1,2024-02-02,Thursday,3,10,Business,Deluxe,Corporate Rate,163.2,489.6,8.7,Passive,True
R02423,G0470,2,2024-05-08,Friday,6,3,Leisure,Deluxe,Corporate Rate,170.33,1021.98,7.9,Passive,False
R02424,G0470,3,2023-04-14,Tuesday,6,7,Business,Standard,Corporate Rate,129.88,779.28,8.1,Passive,False
R02425,G0470,4,2024-02-02,Monday,7,20,Business,Junior Suite,Corporate Rate,249.27,1744.89,6.9,Detractor,False
R02426,G0470,5,2024-01-15,Friday,5,21,Bleisure,Junior Suite,Corporate Rate,239.83,1199.15,8.5,Passive,True
R02427,G0470,6,2023-10-31,Saturday,5,18,Bleisure,Standard,Corporate Rate,132.22,661.1,8.6,Passive,False
R02428,G0470,7,2023-09-01,Monday,3,20,Business,Presidential Suite,Corporate Rate,586.99,1760.97,8.1,Passive,False
R02429,G0470,8,2024-08-20,Friday,7,4,Leisure,Deluxe,Corporate Rate,171.56,1200.92,9.0,Promoter,True
R02430,G0470,9,2023-02-24,Thursday,3,5,Business,Suite,Corporate Rate,336.12,1008.36,7.8,Passive,False
R02431,G0470,10,2024-03-01,Wednesday,7,11,Business,Suite,Corporate Rate,357.82,2504.74,8.6,Passive,False
R02432,G0471,1,2024-10-03,Tuesday,2,28,Leisure,Deluxe,OTA Rate,184.29,368.58,6.5,Detractor,False
R02433,G0471,2,2024-07-23,Saturday,3,17,Leisure,Suite,OTA Rate,401.63,1204.89,7.6,Passive,False
R02434,G0471,3,2024-01-20,Saturday,7,22,Leisure,Presidential Suite,OTA Rate,726.06,5082.42,7.5,Passive,False
R02435,G0471,4,2024-07-28,Friday,3,22,Leisure,Suite,OTA Rate,370.9,1112.7,7.8,Passive,False
R02436,G0471,5,2023-09-28,Friday,5,22,Leisure,Suite,OTA Rate,417.86,2089.3,7.3,Passive,False
R02437,G0472,1,2024-10-05,Sunday,2,54,Business,Junior Suite,Loyalty Rate,241.01,482.02,7.7,Passive,False
R02438,G0472,2,2023-03-15,Friday,3,31,Leisure,Standard,Loyalty Rate,127.87,383.61,8.8,Passive,False
R02439,G0472,3,2024-02-12,Tuesday,5,22,Leisure,Junior Suite,BAR,257.18,1285.9,7.8,Passive,False
R02440,G0472,4,2023-01-30,Tuesday,1,69,Business,Junior Suite,Loyalty Rate,242.43,242.43,6.8,Detractor,False
R02441,G0472,5,2024-10-02,Monday,5,69,Leisure,Deluxe,Package,172.08,860.4,9.5,Promoter,False
R02442,G0472,6,2024-11-13,Wednesday,1,36,Business,Presidential Suite,Loyalty Rate,657.04,657.04,9.2,Promoter,True
R02443,G0472,7,2024-10-12,Saturday,2,36,Leisure,Deluxe,BAR,178.33,356.66,7.1,Passive,False
R02444,G0473,1,2023-09-24,Saturday,4,28,Leisure,Junior Suite,OTA Rate,290.64,1162.56,6.9,Detractor,False
R02445,G0474,1,2023-11-17,Wednesday,2,9,Business,Standard,OTA Rate,147.16,294.32,6.3,Detractor,False
R02446,G0474,2,2023-09-12,Saturday,5,25,Leisure,Deluxe,OTA Rate,197.1,985.5,7.2,Passive,False
R02447,G0474,3,2024-06-03,Sunday,1,3,Business,Standard,OTA Rate,155.89,155.89,7.2,Passive,False
R02448,G0475,1,2023-08-15,Tuesday,3,19,Business,Standard,Corporate Rate,127.57,382.71,6.6,Detractor,False
R02449,G0476,1,2024-05-05,Tuesday,3,12,Business,Junior Suite,OTA Rate,280.62,841.86,6.7,Detractor,False
R02450,G0476,2,2024-12-11,Wednesday,2,23,Business,Suite,OTA Rate,407.54,815.08,7.0,Passive,False
R02451,G0476,3,2024-06-27,Saturday,3,30,Leisure,Deluxe,OTA Rate,185.61,556.83,6.9,Detractor,False
R02452,G0476,4,2023-06-05,Thursday,2,8,Business,Junior Suite,OTA Rate,260.9,521.8,6.9,Detractor,False
R02453,G0476,5,2023-07-02,Sunday,5,24,Leisure,Standard,OTA Rate,139.9,699.5,7.5,Passive,False
R02454,G0476,6,2023-11-28,Monday,2,6,Leisure,Junior Suite,OTA Rate,269.18,538.36,7.0,Passive,False
R02455,G0476,7,2024-09-26,Sunday,5,25,Leisure,Deluxe,OTA Rate,194.86,974.3,8.1,Passive,False
R02456,G0477,1,2024-08-07,Thursday,2,28,Business,Deluxe,OTA Rate,202.84,405.68,7.9,Passive,False
R02457,G0477,2,2023-03-11,Saturday,3,9,Leisure,Deluxe,OTA Rate,190.05,570.15,6.5,Detractor,False
R02458,G0477,3,2023-03-29,Wednesday,1,13,Business,Suite,OTA Rate,390.74,390.74,7.2,Passive,False
R02459,G0477,4,2023-08-12,Friday,4,13,Leisure,Suite,OTA Rate,391.1,1564.4,7.4,Passive,False
R02460,G0478,1,2024-03-17,Monday,5,8,Business,Deluxe,Corporate Rate,159.81,799.05,7.2,Passive,False
R02461,G0478,2,2023-01-15,Tuesday,3,19,Business,Junior Suite,Corporate Rate,239.33,717.99,7.2,Passive,False
R02462,G0479,1,2023-06-20,Sunday,6,79,Leisure,Junior Suite,Promotional,300.14,1800.84,7.4,Passive,False
R02463,G0479,2,2023-06-25,Monday,7,81,Leisure,Deluxe,BAR,202.23,1415.61,7.5,Passive,False
R02464,G0480,1,2024-03-13,Saturday,4,83,Leisure,Deluxe,BAR,203.14,812.56,6.2,Detractor,False
R02465,G0480,2,2023-01-07,Wednesday,1,84,Business,Standard,BAR,147.21,147.21,8.2,Passive,False
R02466,G0480,3,2024-11-20,Thursday,1,76,Business,Deluxe,BAR,215.56,215.56,8.2,Passive,False
R02467,G0480,4,2024-10-06,Monday,4,59,Bleisure,Deluxe,Package,189.63,758.52,6.9,Detractor,False
R02468,G0480,5,2024-01-08,Monday,2,52,Leisure,Junior Suite,Package,294.76,589.52,7.5,Passive,False
R02469,G0481,1,2023-05-12,Wednesday,2,15,Bleisure,Junior Suite,Loyalty Rate,249.76,499.52,8.9,Passive,True
R02470,G0481,2,2023-11-26,Thursday,3,43,Business,Standard,Package,136.63,409.89,8.5,Passive,False
R02471,G0481,3,2024-10-17,Sunday,4,40,Bleisure,Suite,Package,369.77,1479.08,9.6,Promoter,True
R02472,G0481,4,2024-07-27,Wednesday,2,64,Business,Junior Suite,Loyalty Rate,262.26,524.52,10.0,Promoter,True
R02473,G0481,5,2024-01-30,Friday,7,53,Leisure,Standard,Loyalty Rate,126.67,886.69,8.1,Passive,False
R02474,G0481,6,2024-01-18,Thursday,2,63,Bleisure,Deluxe,Loyalty Rate,180.7,361.4,7.6,Passive,False
R02475,G0481,7,2023-01-05,Wednesday,2,56,Business,Suite,Loyalty Rate,368.23,736.46,8.9,Passive,True
R02476,G0481,8,2024-02-21,Saturday,5,35,Bleisure,Suite,BAR,350.95,1754.75,9.3,Promoter,True
R02477,G0481,9,2023-01-07,Monday,5,87,Bleisure,Presidential Suite,Loyalty Rate,645.23,3226.15,8.5,Passive,False
R02478,G0481,10,2023-05-06,Wednesday,4,61,Bleisure,Deluxe,Loyalty Rate,172.39,689.56,9.9,Promoter,False
R02479,G0481,11,2024-07-19,Friday,6,38,Leisure,Presidential Suite,BAR,638.6,3831.6,7.6,Passive,False
R02480,G0481,12,2023-08-29,Thursday,2,53,Bleisure,Suite,Loyalty Rate,376.59,753.18,9.3,Promoter,False
R02481,G0481,13,2024-11-23,Tuesday,1,25,Business,Deluxe,Loyalty Rate,172.32,172.32,8.2,Passive,False
R02482,G0481,14,2023-11-29,Saturday,3,73,Bleisure,Junior Suite,BAR,252.17,756.51,10.0,Promoter,True
R02483,G0481,15,2023-08-15,Wednesday,3,89,Business,Standard,Loyalty Rate,130.45,391.35,10.0,Promoter,False
R02484,G0481,16,2024-06-30,Friday,7,89,Leisure,Suite,Package,356.38,2494.66,8.1,Passive,False
R02485,G0481,17,2023-11-13,Tuesday,6,42,Leisure,Junior Suite,BAR,263.92,1583.52,8.3,Passive,False
R02486,G0481,18,2023-10-30,Friday,3,19,Leisure,Junior Suite,BAR,252.87,758.61,9.4,Promoter,True
R02487,G0481,19,2024-03-31,Saturday,2,27,Leisure,Suite,BAR,378.63,757.26,8.4,Passive,False
R02488,G0481,20,2024-07-15,Thursday,2,73,Business,Junior Suite,Loyalty Rate,261.54,523.08,8.7,Passive,True
R02489,G0482,1,2024-11-30,Sunday,1,20,Business,Junior Suite,Corporate Rate,248.09,248.09,7.8,Passive,False
R02490,G0482,2,2024-01-01,Saturday,2,6,Leisure,Suite,Corporate Rate,345.51,691.02,6.6,Detractor,False
R02491,G0482,3,2023-06-21,Thursday,1,15,Business,Junior Suite,Corporate Rate,239.8,239.8,8.1,Passive,False
R02492,G0482,4,2024-01-20,Friday,1,11,Business,Junior Suite,Corporate Rate,242.19,242.19,7.5,Passive,False
R02493,G0482,5,2023-03-14,Wednesday,3,19,Business,Junior Suite,Corporate Rate,243.33,729.99,7.7,Passive,False
R02494,G0482,6,2023-01-08,Sunday,4,15,Bleisure,Suite,Corporate Rate,348.74,1394.96,9.3,Promoter,False
R02495,G0482,7,2024-08-08,Wednesday,3,7,Business,Junior Suite,Corporate Rate,240.87,722.61,7.1,Passive,False
R02496,G0482,8,2023-12-03,Sunday,3,9,Bleisure,Junior Suite,Corporate Rate,236.75,710.25,8.8,Passive,True
R02497,G0483,1,2024-06-15,Sunday,3,79,Leisure,Deluxe,BAR,187.92,563.76,7.6,Passive,False
R02498,G0483,2,2024-09-21,Friday,2,83,Leisure,Suite,Loyalty Rate,348.52,697.04,7.9,Passive,False
R02499,G0483,3,2024-08-12,Saturday,2,86,Leisure,Standard,Loyalty Rate,130.18,260.36,8.7,Passive,False
R02500,G0483,4,2024-09-22,Saturday,7,52,Leisure,Suite,Loyalty Rate,366.44,2565.08,8.4,Passive,False
R02501,G0483,5,2024-10-19,Sunday,4,49,Leisure,Standard,Package,133.38,533.52,8.6,Passive,False
R02502,G0483,6,2023-06-24,Tuesday,7,57,Leisure,Deluxe,Loyalty Rate,184.44,1291.08,8.9,Passive,False
R02503,G0483,7,2024-08-04,Tuesday,3,47,Business,Deluxe,BAR,187.45,562.35,7.8,Passive,False
R02504,G0483,8,2023-08-03,Friday,7,86,Leisure,Junior Suite,Loyalty Rate,254.06,1778.42,7.6,Passive,False
R02505,G0483,9,2024-08-09,Friday,4,71,Leisure,Junior Suite,Loyalty Rate,255.9,1023.6,7.2,Passive,False
R02506,G0484,1,2023-12-04,Sunday,6,62,Leisure,Junior Suite,Loyalty Rate,260.13,1560.78,7.1,Passive,False
R02507,G0484,2,2023-11-10,Friday,7,21,Leisure,Presidential Suite,BAR,600.99,4206.93,10.0,Promoter,False
R02508,G0484,3,2024-04-22,Friday,7,54,Leisure,Junior Suite,BAR,237.22,1660.54,9.1,Promoter,True
R02509,G0484,4,2023-08-12,Wednesday,4,78,Leisure,Deluxe,Loyalty Rate,187.14,748.56,7.0,Passive,False
R02510,G0485,1,2024-02-23,Saturday,3,18,Leisure,Standard,OTA Rate,151.91,455.73,5.2,Detractor,False
R02511,G0486,1,2023-07-11,Saturday,6,11,Leisure,Deluxe,OTA Rate,194.94,1169.64,7.1,Passive,False
R02512,G0486,2,2023-11-18,Saturday,5,20,Leisure,Junior Suite,OTA Rate,266.2,1331.0,7.4,Passive,False
R02513,G0486,3,2024-12-07,Tuesday,4,9,Bleisure,Junior Suite,OTA Rate,259.39,1037.56,7.4,Passive,False
R02514,G0486,4,2024-03-10,Friday,7,8,Leisure,Junior Suite,OTA Rate,268.07,1876.49,6.8,Detractor,False
R02515,G0486,5,2023-12-19,Sunday,4,2,Leisure,Standard,OTA Rate,139.28,557.12,6.9,Detractor,False
R02516,G0487,1,2023-09-15,Tuesday,2,9,Business,Junior Suite,OTA Rate,285.44,570.88,6.6,Detractor,False
R02517,G0488,1,2024-07-31,Wednesday,2,6,Business,Junior Suite,Corporate Rate,226.21,452.42,6.9,Detractor,False
R02518,G0489,1,2024-07-31,Saturday,4,75,Leisure,Junior Suite,Package,265.65,1062.6,5.4,Detractor,False
R02519,G0489,2,2024-03-04,Friday,5,33,Leisure,Deluxe,BAR,218.26,1091.3,7.3,Passive,False
R02520,G0489,3,2024-10-26,Saturday,5,63,Leisure,Deluxe,BAR,209.79,1048.95,6.8,Detractor,False
R02521,G0489,4,2023-09-12,Sunday,5,55,Leisure,Suite,BAR,398.98,1994.9,7.6,Passive,False
R02522,G0489,5,2023-05-10,Wednesday,6,14,Leisure,Junior Suite,BAR,287.6,1725.6,9.9,Promoter,False
R02523,G0490,1,2023-11-16,Wednesday,7,7,Leisure,Junior Suite,Corporate Rate,247.13,1729.91,8.1,Passive,False
R02524,G0490,2,2023-07-16,Wednesday,2,16,Business,Standard,Corporate Rate,126.94,253.88,7.8,Passive,False
R02525,G0490,3,2024-12-11,Thursday,5,7,Bleisure,Suite,Corporate Rate,336.12,1680.6,8.8,Passive,False
R02526,G0490,4,2023-01-18,Thursday,1,4,Business,Junior Suite,Corporate Rate,233.65,233.65,8.5,Passive,True
R02527,G0490,5,2023-01-24,Wednesday,3,4,Business,Deluxe,Corporate Rate,177.88,533.64,8.4,Passive,False
R02528,G0490,6,2024-04-18,Thursday,2,6,Business,Deluxe,Corporate Rate,160.31,320.62,8.6,Passive,False
R02529,G0491,1,2023-08-02,Saturday,5,69,Bleisure,Suite,Package,375.55,1877.75,10.0,Promoter,True
R02530,G0491,2,2023-03-17,Wednesday,3,43,Leisure,Suite,BAR,372.63,1117.89,7.8,Passive,False
R02531,G0491,3,2024-09-02,Friday,3,32,Business,Deluxe,Package,173.61,520.83,9.1,Promoter,True
R02532,G0491,4,2023-06-13,Tuesday,1,85,Business,Deluxe,Loyalty Rate,173.79,173.79,8.0,Passive,False
R02533,G0491,5,2024-04-19,Thursday,5,20,Bleisure,Junior Suite,BAR,246.19,1230.95,9.1,Promoter,False
R02534,G0491,6,2024-07-02,Saturday,6,32,Leisure,Deluxe,Loyalty Rate,172.31,1033.86,8.0,Passive,False
R02535,G0491,7,2024-11-07,Saturday,7,17,Leisure,Presidential Suite,Package,605.85,4240.95,8.4,Passive,False
R02536,G0491,8,2024-08-13,Sunday,4,67,Leisure,Suite,Loyalty Rate,362.28,1449.12,8.5,Passive,True
R02537,G0491,9,2023-10-05,Monday,6,67,Leisure,Suite,Package,364.95,2189.7,9.5,Promoter,False
R02538,G0491,10,2023-09-29,Saturday,4,57,Bleisure,Deluxe,Loyalty Rate,178.17,712.68,9.4,Promoter,True
R02539,G0491,11,2023-09-14,Saturday,6,47,Leisure,Standard,Loyalty Rate,137.03,822.18,7.7,Passive,False
R02540,G0491,12,2024-09-12,Thursday,5,72,Bleisure,Suite,Loyalty Rate,356.47,1782.35,8.7,Passive,True
R02541,G0491,13,2024-09-21,Saturday,3,83,Leisure,Junior Suite,Loyalty Rate,238.86,716.58,8.1,Passive,False
R02542,G0491,14,2024-09-05,Thursday,1,65,Business,Suite,Loyalty Rate,364.84,364.84,7.7,Passive,False
R02543,G0491,15,2024-01-22,Friday,2,57,Bleisure,Deluxe,Loyalty Rate,181.99,363.98,8.5,Passive,False
R02544,G0492,1,2023-02-04,Saturday,7,17,Leisure,Standard,OTA Rate,140.98,986.86,6.1,Detractor,False
R02545,G0493,1,2024-12-07,Saturday,5,74,Leisure,Presidential Suite,BAR,619.85,3099.25,9.7,Promoter,True
R02546,G0493,2,2024-04-22,Wednesday,4,47,Leisure,Standard,BAR,130.2,520.8,8.4,Passive,False
R02547,G0493,3,2024-01-18,Thursday,5,24,Leisure,Junior Suite,Loyalty Rate,254.36,1271.8,7.0,Passive,False
R02548,G0493,4,2024-11-28,Monday,5,29,Leisure,Junior Suite,BAR,258.9,1294.5,7.6,Passive,False
R02549,G0493,5,2024-12-02,Sunday,5,35,Leisure,Standard,Loyalty Rate,128.19,640.95,8.9,Passive,False
R02550,G0494,1,2024-04-27,Monday,3,42,Leisure,Junior Suite,BAR,247.56,742.68,10.0,Promoter,True
R02551,G0494,2,2024-01-24,Wednesday,4,66,Leisure,Deluxe,Loyalty Rate,188.54,754.16,7.4,Passive,False
R02552,G0494,3,2023-04-04,Thursday,1,20,Business,Suite,Loyalty Rate,343.38,343.38,7.2,Passive,False
R02553,G0494,4,2024-07-22,Monday,3,15,Leisure,Junior Suite,Loyalty Rate,255.71,767.13,10.0,Promoter,False
R02554,G0494,5,2023-06-17,Sunday,3,36,Leisure,Standard,Loyalty Rate,136.7,410.1,9.0,Promoter,False
R02555,G0494,6,2024-04-26,Saturday,5,48,Bleisure,Suite,BAR,365.24,1826.2,8.0,Passive,False
R02556,G0494,7,2023-12-08,Sunday,5,55,Leisure,Suite,BAR,357.16,1785.8,9.1,Promoter,True
R02557,G0494,8,2023-06-21,Friday,4,35,Bleisure,Deluxe,Loyalty Rate,174.81,699.24,6.6,Detractor,False
R02558,G0494,9,2023-12-24,Wednesday,4,19,Leisure,Presidential Suite,BAR,653.62,2614.48,8.7,Passive,True
R02559,G0494,10,2023-07-12,Friday,3,43,Business,Presidential Suite,BAR,649.81,1949.43,9.0,Promoter,True
R02560,G0494,11,2024-08-10,Saturday,5,62,Leisure,Suite,BAR,375.08,1875.4,9.4,Promoter,False
R02561,G0494,12,2023-01-05,Friday,5,25,Leisure,Suite,Loyalty Rate,363.04,1815.2,7.9,Passive,False
R02562,G0495,1,2023-02-17,Friday,6,64,Leisure,Deluxe,BAR,197.2,1183.2,7.3,Passive,False
R02563,G0495,2,2024-09-18,Monday,2,78,Business,Deluxe,BAR,190.4,380.8,6.8,Detractor,False
R02564,G0495,3,2023-12-31,Thursday,2,86,Bleisure,Deluxe,BAR,195.29,390.58,7.7,Passive,False
R02565,G0495,4,2023-09-22,Thursday,3,70,Bleisure,Junior Suite,BAR,302.77,908.31,6.8,Detractor,False
R02566,G0496,1,2023-04-03,Monday,7,61,Leisure,Suite,Promotional,436.64,3056.48,6.9,Detractor,False
R02567,G0496,2,2023-09-14,Friday,7,84,Leisure,Junior Suite,Package,290.01,2030.07,6.7,Detractor,False
R02568,G0496,3,2023-06-19,Friday,5,78,Bleisure,Junior Suite,BAR,292.63,1463.15,8.0,Passive,False
R02569,G0496,4,2024-12-12,Thursday,6,19,Leisure,Suite,BAR,430.43,2582.58,8.2,Passive,False
R02570,G0497,1,2023-09-29,Wednesday,2,22,Business,Junior Suite,OTA Rate,256.99,513.98,6.1,Detractor,False
R02571,G0498,1,2023-12-06,Sunday,5,91,Bleisure,Suite,Package,387.48,1937.4,6.8,Detractor,False
R02572,G0499,1,2023-03-07,Saturday,5,83,Leisure,Deluxe,BAR,189.2,946.0,6.0,Detractor,False
R02573,G0499,2,2023-06-28,Sunday,6,84,Leisure,Suite,Package,438.1,2628.6,7.3,Passive,False
R02574,G0500,1,2023-07-04,Tuesday,2,6,Business,Junior Suite,OTA Rate,276.1,552.2,7.3,Passive,False
R02575,G0500,2,2023-10-05,Tuesday,3,14,Bleisure,Deluxe,OTA Rate,207.47,622.41,9.7,Promoter,True
R02576,G0500,3,2024-05-30,Saturday,6,18,Leisure,Junior Suite,OTA Rate,290.8,1744.8,6.7,Detractor,False
R02577,G0500,4,2023-12-05,Friday,4,29,Bleisure,Junior Suite,OTA Rate,267.38,1069.52,8.8,Passive,True
R02578,G0500,5,2023-10-12,Friday,1,24,Business,Suite,OTA Rate,418.49,418.49,8.4,Passive,False
R02579,G0500,6,2023-08-07,Sunday,2,23,Bleisure,Deluxe,OTA Rate,198.66,397.32,7.8,Passive,False
R02580,G0500,7,2023-07-06,Friday,2,23,Leisure,Junior Suite,OTA Rate,265.79,531.58,9.0,Promoter,False
R02581,G0500,8,2024-06-12,Tuesday,4,27,Leisure,Presidential Suite,OTA Rate,669.1,2676.4,7.9,Passive,False
R02582,G0501,1,2023-10-29,Tuesday,3,14,Business,Deluxe,Corporate Rate,177.53,532.59,7.1,Passive,False
R02583,G0501,2,2023-03-13,Friday,5,7,Leisure,Junior Suite,Corporate Rate,242.76,1213.8,7.1,Passive,False
R02584,G0502,1,2023-09-03,Monday,5,67,Leisure,Deluxe,BAR,189.95,949.75,7.8,Passive,False
R02585,G0503,1,2023-11-20,Tuesday,2,5,Leisure,Deluxe,OTA Rate,194.71,389.42,7.6,Passive,False
R02586,G0503,2,2023-11-03,Monday,2,22,Business,Standard,OTA Rate,154.22,308.44,6.5,Detractor,False
R02587,G0504,1,2024-10-28,Sunday,2,18,Leisure,Junior Suite,OTA Rate,280.21,560.42,6.8,Detractor,False
R02588,G0504,2,2023-10-19,Sunday,4,14,Bleisure,Deluxe,OTA Rate,184.7,738.8,8.0,Passive,False
R02589,G0504,3,2023-04-18,Monday,3,23,Business,Standard,OTA Rate,147.63,442.89,7.6,Passive,False
R02590,G0504,4,2023-07-10,Friday,2,29,Leisure,Junior Suite,OTA Rate,259.49,518.98,8.1,Passive,False
R02591,G0504,5,2024-12-14,Friday,6,11,Leisure,Suite,OTA Rate,386.62,2319.72,9.2,Promoter,True
R02592,G0504,6,2023-11-30,Thursday,6,30,Leisure,Standard,OTA Rate,149.25,895.5,7.8,Passive,False
R02593,G0504,7,2024-07-18,Wednesday,3,3,Leisure,Presidential Suite,OTA Rate,726.21,2178.63,8.2,Passive,False
R02594,G0504,8,2024-06-19,Friday,6,2,Leisure,Presidential Suite,OTA Rate,671.8,4030.8,8.2,Passive,False
R02595,G0505,1,2024-09-20,Wednesday,3,19,Business,Junior Suite,Corporate Rate,228.1,684.3,7.9,Passive,False
R02596,G0505,2,2024-05-28,Sunday,4,17,Bleisure,Suite,Corporate Rate,332.3,1329.2,5.7,Detractor,False
R02597,G0505,3,2023-02-15,Thursday,3,8,Business,Junior Suite,Corporate Rate,238.28,714.84,7.0,Passive,False
R02598,G0505,4,2024-04-16,Thursday,1,9,Business,Junior Suite,Corporate Rate,248.81,248.81,7.7,Passive,False
R02599,G0506,1,2023-08-01,Sunday,6,10,Leisure,Deluxe,OTA Rate,194.53,1167.18,7.7,Passive,False
R02600,G0506,2,2024-05-07,Tuesday,6,6,Leisure,Junior Suite,OTA Rate,275.87,1655.22,6.6,Detractor,False
R02601,G0506,3,2024-01-23,Saturday,3,17,Leisure,Presidential Suite,OTA Rate,686.98,2060.94,5.5,Detractor,False
R02602,G0506,4,2024-07-28,Thursday,3,14,Leisure,Deluxe,OTA Rate,196.97,590.91,7.5,Passive,False
R02603,G0506,5,2023-08-16,Saturday,7,16,Leisure,Deluxe,OTA Rate,206.12,1442.84,6.5,Detractor,False
R02604,G0507,1,2023-06-27,Wednesday,2,16,Business,Deluxe,OTA Rate,202.92,405.84,5.3,Detractor,False
R02605,G0507,2,2023-02-27,Wednesday,4,23,Bleisure,Deluxe,OTA Rate,188.73,754.92,6.1,Detractor,False
R02606,G0508,1,2023-05-09,Thursday,7,106,Leisure,Suite,Loyalty Rate,352.89,2470.23,8.3,Passive,False
